tenor,side,quantity,price,cost,date,t
1,BUY,0.8274263569225404,57.807213333547246,1.6548527138450808,2020-07-29,150
2,BUY,0.8274263569225404,59.31719771784421,1.6548527138450808,2020-07-29,150
3,BUY,0.8274263569225404,60.44462731345998,1.6548527138450808,2020-07-29,150
4,BUY,0.8274263569225404,61.98600402633744,1.6548527138450808,2020-07-29,150
5,BUY,0.8274263569225404,61.26288413469026,1.6548527138450808,2020-07-29,150
6,BUY,0.8274263569225404,61.399068235257054,1.6548527138450808,2020-07-29,150
7,BUY,0.8274263569225404,64.62339665583065,1.6548527138450808,2020-07-29,150
0,BUY,0.7153734967608993,58.31491504021789,1.4307469935217987,2020-07-31,152
1,SELL,0.11205286016164107,59.20855870805337,0.22410572032328213,2020-07-31,152
2,SELL,0.11205286016164107,58.93330644073514,0.22410572032328213,2020-07-31,152
3,SELL,0.11205286016164107,61.67493993242685,0.22410572032328213,2020-07-31,152
4,SELL,0.11205286016164107,60.447828679039006,0.22410572032328213,2020-07-31,152
5,SELL,0.11205286016164107,60.52308415261549,0.22410572032328213,2020-07-31,152
6,SELL,0.11205286016164107,64.61477129736517,0.22410572032328213,2020-07-31,152
7,SELL,0.11205286016164107,61.6245512327812,0.22410572032328213,2020-07-31,152
0,SELL,0.7153734967608993,60.81444847337789,1.4307469935217987,2021-01-04,263
1,BUY,0.11205286016164107,60.05550265406854,0.22410572032328213,2021-01-04,263
2,BUY,0.11205286016164107,60.63820813365378,0.22410572032328213,2021-01-04,263
3,BUY,0.11205286016164107,60.2855992350211,0.22410572032328213,2021-01-04,263
4,BUY,0.11205286016164107,62.09940371906651,0.22410572032328213,2021-01-04,263
5,BUY,0.11205286016164107,63.25595393616612,0.22410572032328213,2021-01-04,263
6,BUY,0.11205286016164107,64.51257007947254,0.22410572032328213,2021-01-04,263
7,BUY,0.11205286016164107,64.70114074601028,0.22410572032328213,2021-01-04,263
1,SELL,0.8274263569225404,62.2084287315519,1.6548527138450808,2021-01-05,264
2,BUY,0.0725736430774595,62.26261176392557,0.145147286154919,2021-01-05,264
3,BUY,0.0725736430774595,62.48470280616562,0.145147286154919,2021-01-05,264
4,BUY,0.0725736430774595,62.78252039733996,0.145147286154919,2021-01-05,264
5,BUY,0.0725736430774595,63.57337166647166,0.145147286154919,2021-01-05,264
6,BUY,0.0725736430774595,63.18099183309221,0.145147286154919,2021-01-05,264
7,BUY,0.0725736430774595,65.55604516440455,0.145147286154919,2021-01-05,264
2,SELL,0.8999999999999999,64.14784463422814,1.7999999999999998,2021-01-06,265
0,SELL,0.8999999999999999,66.24389356160295,1.7999999999999998,2021-01-12,269
0,BUY,0.8999999999999999,61.93129791914505,1.7999999999999998,2021-01-15,272
0,SELL,0.8999999999999999,66.32090365508867,1.7999999999999998,2021-01-18,273
0,BUY,0.8999999999999999,62.63524738211281,1.7999999999999998,2021-01-22,277
1,BUY,0.8274263569225404,58.96757742665008,1.6548527138450808,2021-02-01,283
2,BUY,0.8274263569225404,57.64122180735582,1.6548527138450808,2021-02-01,283
3,SELL,0.0725736430774595,59.1451039413031,0.145147286154919,2021-02-01,283
4,SELL,0.0725736430774595,60.19177883155351,0.145147286154919,2021-02-01,283
5,SELL,0.0725736430774595,58.81619060752275,0.145147286154919,2021-02-01,283
6,SELL,0.0725736430774595,59.646458041046905,0.145147286154919,2021-02-01,283
7,SELL,0.0725736430774595,62.22369743390718,0.145147286154919,2021-02-01,283
1,SELL,0.8274263569225404,62.72316694853234,1.6548527138450808,2021-02-02,284
2,BUY,0.0725736430774595,61.43739101027025,0.145147286154919,2021-02-02,284
3,BUY,0.0725736430774595,61.05829958701654,0.145147286154919,2021-02-02,284
4,BUY,0.0725736430774595,60.19275788135747,0.145147286154919,2021-02-02,284
5,BUY,0.0725736430774595,61.44071293876743,0.145147286154919,2021-02-02,284
6,BUY,0.0725736430774595,64.12204550918993,0.145147286154919,2021-02-02,284
7,BUY,0.0725736430774595,63.05072647490094,0.145147286154919,2021-02-02,284
2,SELL,0.8999999999999999,64.04635265952433,1.7999999999999998,2021-02-03,285
2,BUY,0.8999999999999999,60.19667209569924,1.7999999999999998,2021-02-19,297
1,BUY,0.8999999999999999,59.0783065889672,1.7999999999999998,2021-02-25,301
0,BUY,0.8145103131264319,58.20593962811806,1.6290206262528637,2021-02-26,302
1,SELL,0.08548968687356806,58.86185871628605,0.17097937374713612,2021-02-26,302
2,SELL,0.08548968687356806,58.73059265466373,0.17097937374713612,2021-02-26,302
3,SELL,0.08548968687356806,59.097002365347535,0.17097937374713612,2021-02-26,302
4,SELL,0.08548968687356806,58.83763823902736,0.17097937374713612,2021-02-26,302
5,SELL,0.08548968687356806,59.12128685784215,0.17097937374713612,2021-02-26,302
6,SELL,0.08548968687356806,60.58142608297786,0.17097937374713612,2021-02-26,302
7,SELL,0.08548968687356806,62.26618751529901,0.17097937374713612,2021-02-26,302
0,SELL,0.8145103131264319,60.90692879160929,1.6290206262528637,2021-03-03,305
1,SELL,0.8145103131264319,61.29957415834919,1.6290206262528637,2021-03-03,305
2,BUY,0.08548968687356806,60.44894252846796,0.17097937374713612,2021-03-03,305
3,BUY,0.08548968687356806,62.1648469092411,0.17097937374713612,2021-03-03,305
4,BUY,0.08548968687356806,61.03558355274574,0.17097937374713612,2021-03-03,305
5,BUY,0.08548968687356806,60.25711723406285,0.17097937374713612,2021-03-03,305
6,BUY,0.08548968687356806,62.28870997471492,0.17097937374713612,2021-03-03,305
7,BUY,0.08548968687356806,61.82628000729087,0.17097937374713612,2021-03-03,305
0,BUY,0.8145103131264319,56.700817396568006,1.6290206262528637,2021-03-08,308
1,BUY,0.8145103131264319,56.08877875407909,1.6290206262528637,2021-03-08,308
2,SELL,0.08548968687356806,57.69471470074779,0.17097937374713612,2021-03-08,308
3,SELL,0.08548968687356806,57.495227926279455,0.17097937374713612,2021-03-08,308
4,SELL,0.08548968687356806,58.83014832268341,0.17097937374713612,2021-03-08,308
5,SELL,0.08548968687356806,60.10528215136016,0.17097937374713612,2021-03-08,308
6,SELL,0.08548968687356806,58.561219079228096,0.17097937374713612,2021-03-08,308
7,SELL,0.08548968687356806,60.07455230847935,0.17097937374713612,2021-03-08,308
0,BUY,0.08548968687356806,63.62266519989656,0.17097937374713612,2021-03-30,324
1,SELL,0.8145103131264319,61.48547265878252,1.6290206262528637,2021-03-30,324
2,SELL,0.8145103131264319,63.88680391225003,1.6290206262528637,2021-03-30,324
3,BUY,0.08548968687356806,62.46332430462783,0.17097937374713612,2021-03-30,324
4,BUY,0.08548968687356806,62.25412727658195,0.17097937374713612,2021-03-30,324
5,BUY,0.08548968687356806,62.25688315268643,0.17097937374713612,2021-03-30,324
6,BUY,0.08548968687356806,62.46518533197037,0.17097937374713612,2021-03-30,324
7,BUY,0.08548968687356806,65.04208811537501,0.17097937374713612,2021-03-30,324
0,SELL,0.8999999999999999,62.05959040012673,1.7999999999999998,2021-03-31,325
2,BUY,0.8999999999999999,58.42203071800696,1.7999999999999998,2021-04-01,326
0,BUY,0.8145103131264319,56.540883632661206,1.6290206262528637,2021-04-05,328
1,BUY,0.8145103131264319,57.86614953594406,1.6290206262528637,2021-04-05,328
2,SELL,0.08548968687356806,58.15610839233752,0.17097937374713612,2021-04-05,328
3,SELL,0.08548968687356806,58.53659645724792,0.17097937374713612,2021-04-05,328
4,SELL,0.08548968687356806,58.80707346794716,0.17097937374713612,2021-04-05,328
5,SELL,0.08548968687356806,60.54958915272884,0.17097937374713612,2021-04-05,328
6,SELL,0.08548968687356806,61.44491761962845,0.17097937374713612,2021-04-05,328
7,SELL,0.08548968687356806,60.92073851293152,0.17097937374713612,2021-04-05,328
0,SELL,0.8145103131264319,62.26018578080125,1.6290206262528637,2021-04-14,335
1,BUY,0.08548968687356806,61.01117227217078,0.17097937374713612,2021-04-14,335
2,BUY,0.08548968687356806,61.38018394340424,0.17097937374713612,2021-04-14,335
3,BUY,0.08548968687356806,62.45220711939054,0.17097937374713612,2021-04-14,335
4,BUY,0.08548968687356806,61.16631052699927,0.17097937374713612,2021-04-14,335
5,BUY,0.08548968687356806,63.67030644575331,0.17097937374713612,2021-04-14,335
6,BUY,0.08548968687356806,64.5671049048249,0.17097937374713612,2021-04-14,335
7,BUY,0.08548968687356806,64.86677086515836,0.17097937374713612,2021-04-14,335
1,SELL,0.8999999999999999,61.81918881307462,1.7999999999999998,2021-04-15,336
2,SELL,0.8999999999999999,62.38454152856558,1.7999999999999998,2021-04-15,336
0,SELL,0.8999999999999999,64.81298089713138,1.7999999999999998,2021-04-20,339
0,BUY,0.8999999999999999,61.8360163253251,1.7999999999999998,2021-04-23,342
0,SELL,0.8999999999999999,65.54764654810153,1.7999999999999998,2021-04-27,344
3,SELL,0.8999999999999999,65.97085023783872,1.7999999999999998,2021-04-30,347
3,BUY,0.8999999999999999,62.20242761979348,1.7999999999999998,2021-05-05,350
1,SELL,0.8999999999999999,66.40605717644391,1.7999999999999998,2021-05-10,353
2,SELL,0.8999999999999999,67.2873884392204,1.7999999999999998,2021-05-10,353
3,SELL,0.8999999999999999,64.93668993049208,1.7999999999999998,2021-05-10,353
4,SELL,0.8999999999999999,67.73028956571939,1.7999999999999998,2021-05-11,354
3,SELL,0.8999999999999999,70.3178311266707,1.7999999999999998,2021-05-12,355
5,SELL,0.8999999999999999,69.07631053847417,1.7999999999999998,2021-05-18,359
4,SELL,0.8999999999999999,71.82371952234756,1.7999999999999998,2021-06-14,378
4,BUY,0.8999999999999999,68.59842379906854,1.7999999999999998,2021-06-21,383
4,SELL,0.8999999999999999,71.61991087987643,1.7999999999999998,2021-06-22,384
4,BUY,0.8999999999999999,67.96483145313209,1.7999999999999998,2021-07-02,392
3,BUY,0.8999999999999999,66.5461560000195,1.7999999999999998,2021-07-05,393
5,BUY,0.8999999999999999,66.27623341264207,1.7999999999999998,2021-07-09,397
1,BUY,0.8999999999999999,62.93872345180409,1.7999999999999998,2021-07-23,407
2,BUY,0.8999999999999999,62.863023626190255,1.7999999999999998,2021-07-23,407
0,BUY,0.8999999999999999,62.3784499586115,1.7999999999999998,2021-07-26,408
4,BUY,0.8999999999999999,63.10496792495175,1.7999999999999998,2021-07-26,408
1,BUY,0.8999999999999999,57.96058182597379,1.7999999999999998,2021-07-30,412
2,BUY,0.8999999999999999,58.67972932600574,1.7999999999999998,2021-07-30,412
3,BUY,0.8999999999999999,60.089947778181866,1.7999999999999998,2021-07-30,412
0,BUY,0.8145103131264319,57.238473001160806,1.6290206262528637,2021-08-03,414
1,SELL,0.08548968687356806,56.35382285649403,0.17097937374713612,2021-08-03,414
2,SELL,0.08548968687356806,58.38696114570251,0.17097937374713612,2021-08-03,414
3,SELL,0.08548968687356806,59.42669435777603,0.17097937374713612,2021-08-03,414
4,SELL,0.08548968687356806,60.73958952948736,0.17097937374713612,2021-08-03,414
5,SELL,0.08548968687356806,60.50709916273885,0.17097937374713612,2021-08-03,414
6,SELL,0.08548968687356806,63.24877555533925,0.17097937374713612,2021-08-03,414
7,SELL,0.08548968687356806,63.59671375714104,0.17097937374713612,2021-08-03,414
0,SELL,0.8145103131264319,61.01230920659337,1.6290206262528637,2021-08-06,417
1,BUY,0.08548968687356806,60.989007108575805,0.17097937374713612,2021-08-06,417
2,SELL,0.8145103131264319,62.45559729937229,1.6290206262528637,2021-08-06,417
3,BUY,0.08548968687356806,62.226285584110464,0.17097937374713612,2021-08-06,417
4,BUY,0.08548968687356806,63.13559301546324,0.17097937374713612,2021-08-06,417
5,BUY,0.08548968687356806,63.74663043303026,0.17097937374713612,2021-08-06,417
6,BUY,0.08548968687356806,63.79045559196861,0.17097937374713612,2021-08-06,417
7,BUY,0.08548968687356806,66.00687391864109,0.17097937374713612,2021-08-06,417
1,SELL,0.8999999999999999,61.39830518564384,1.7999999999999998,2021-08-09,418
2,BUY,0.8999999999999999,59.07538494840407,1.7999999999999998,2021-08-10,419
0,BUY,0.8145103131264319,57.21944068015544,1.6290206262528637,2021-08-11,420
1,BUY,0.8145103131264319,58.25655942854954,1.6290206262528637,2021-08-11,420
2,SELL,0.08548968687356806,59.54519351092501,0.17097937374713612,2021-08-11,420
3,SELL,0.08548968687356806,60.96892926538207,0.17097937374713612,2021-08-11,420
4,SELL,0.08548968687356806,60.870247790569785,0.17097937374713612,2021-08-11,420
5,SELL,0.08548968687356806,61.835034977717314,0.17097937374713612,2021-08-11,420
6,SELL,0.08548968687356806,64.27733710177266,0.17097937374713612,2021-08-11,420
