,kappa,sigma_X,sigma_Y,rho,mu,date,f_model_1,f_model_2,f_future_1d_tenor_1,f_future_1d_tenor_2,f_future_2d_tenor_1,f_future_2d_tenor_2,f_future_3d_tenor_1,f_future_3d_tenor_2,f_future_4d_tenor_1,f_future_4d_tenor_2,f_future_5d_tenor_1,f_future_5d_tenor_2,f_future_6d_tenor_1,f_future_6d_tenor_2,f_future_7d_tenor_1,f_future_7d_tenor_2,f_future_8d_tenor_1,f_future_8d_tenor_2,f_future_9d_tenor_1,f_future_9d_tenor_2,f_future_10d_tenor_1,f_future_10d_tenor_2,f_future_11d_tenor_1,f_future_11d_tenor_2,f_future_12d_tenor_1,f_future_12d_tenor_2,f_future_13d_tenor_1,f_future_13d_tenor_2,f_future_14d_tenor_1,f_future_14d_tenor_2,f_future_15d_tenor_1,f_future_15d_tenor_2,f_future_16d_tenor_1,f_future_16d_tenor_2,f_future_17d_tenor_1,f_future_17d_tenor_2,f_future_18d_tenor_1,f_future_18d_tenor_2,f_future_19d_tenor_1,f_future_19d_tenor_2,f_future_20d_tenor_1,f_future_20d_tenor_2,f_future_21d_tenor_1,f_future_21d_tenor_2,f_future_22d_tenor_1,f_future_22d_tenor_2,f_future_23d_tenor_1,f_future_23d_tenor_2,f_future_24d_tenor_1,f_future_24d_tenor_2,f_future_25d_tenor_1,f_future_25d_tenor_2,f_future_26d_tenor_1,f_future_26d_tenor_2,f_future_27d_tenor_1,f_future_27d_tenor_2,f_future_28d_tenor_1,f_future_28d_tenor_2,f_future_29d_tenor_1,f_future_29d_tenor_2,f_future_30d_tenor_1,f_future_30d_tenor_2,f_future_31d_tenor_1,f_future_31d_tenor_2,f_future_32d_tenor_1,f_future_32d_tenor_2,f_future_33d_tenor_1,f_future_33d_tenor_2,f_future_34d_tenor_1,f_future_34d_tenor_2,f_future_35d_tenor_1,f_future_35d_tenor_2,f_future_36d_tenor_1,f_future_36d_tenor_2,f_future_37d_tenor_1,f_future_37d_tenor_2,f_future_38d_tenor_1,f_future_38d_tenor_2,f_future_39d_tenor_1,f_future_39d_tenor_2,f_future_40d_tenor_1,f_future_40d_tenor_2,f_future_41d_tenor_1,f_future_41d_tenor_2,f_future_42d_tenor_1,f_future_42d_tenor_2,f_future_43d_tenor_1,f_future_43d_tenor_2,f_future_44d_tenor_1,f_future_44d_tenor_2,f_future_45d_tenor_1,f_future_45d_tenor_2,f_future_46d_tenor_1,f_future_46d_tenor_2,f_future_47d_tenor_1,f_future_47d_tenor_2,f_future_48d_tenor_1,f_future_48d_tenor_2,f_future_49d_tenor_1,f_future_49d_tenor_2
0,0.3,0.45,0.25,0.3,0.0,2021-09-23,60.94315416938662,61.74002427262281,60.90413432677692,61.701831499796135,60.86507405399424,61.66359903341648,60.825973316401026,61.62532683692931,60.78683207946047,61.58701487386593,60.74765030873699,61.548663107844405,60.70842796989724,61.51027150256987,60.669165028710744,61.471840021835625,60.629861451050594,61.43336862952356,60.59051720289425,61.394857289605014,60.551132250324336,61.35630596614128,60.51170655952926,61.31771462328456,60.47224009680425,61.279083225278455,60.43273282855171,61.24041173645883,60.39318472128241,61.201700121254355,60.35359574161597,61.16294834418738,60.31396585628165,61.12415636987462,60.27429503211927,61.085324163027735,60.24116685657964,61.046451688454276,60.24116685657964,61.00753891105819,60.24116685657964,60.968585795840674,60.24116685657964,60.92959230790088,60.24116685657964,60.890558412436675,60.24116685657964,60.85148407474533,60.24116685657964,60.81236926022417,60.24116685657964,60.77321393437152,60.24116685657964,60.73401806278737,60.24116685657964,60.694781611173966,60.24116685657964,60.65550454533668,60.24116685657964,60.61618683118499,60.24116685657964,60.576828434732654,60.24116685657964,60.537429322099094,60.24116685657964,60.497989459509796,60.24116685657964,60.45850881329703,60.24116685657964,60.418987349900924,60.24116685657964,60.37942503586996,60.24116685657964,60.339821837861685,60.24116685657964,60.30017772264389,60.24116685657964,60.26049265709492,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964,60.24116685657964
1,0.3,0.45,0.25,0.3,0.0,2021-09-24,63.48589246039164,64.31601046738457,63.445244588362314,64.27622417306677,63.40455459928721,64.23639652905726,63.363822457083586,64.19652749727636,63.32304812577365,64.15661703973379,63.28223156948507,64.11666511852962,63.24137275245199,64.07667169585467,63.200471639015745,64.03663673399159,63.159528193625555,63.99656019531527,63.11854238083932,63.95644204229387,63.07751416532456,63.916282237489185,63.036443511858934,63.87608074355774,62.995330385331414,63.835837523251264,62.9541747507426,63.79555253941761,62.91297657320601,63.75522575500129,62.871735817948505,63.71485713304442,62.830452450311185,63.67444663668742,62.78912643575034,63.6339942291696,62.754616049499695,63.59349987383019,62.754616049499695,63.5529635341088,62.754616049499695,63.51238517354638,62.754616049499695,63.47176475578591,62.754616049499695,63.4311022445732,62.754616049499695,63.39039760375761,62.754616049499695,63.34965079729275,62.754616049499695,63.308861789237405,62.754616049499695,63.26803054375631,62.754616049499695,63.22715702512068,62.754616049499695,63.186241197709215,62.754616049499695,63.145283026009,62.754616049499695,63.10428247461578,62.754616049499695,63.06323950823539,62.754616049499695,63.02215409168413,62.754616049499695,62.98102618988955,62.754616049499695,62.93985576789156,62.754616049499695,62.89864279084293,62.754616049499695,62.85738722401006,62.754616049499695,62.81608903277419,62.754616049499695,62.77474818263173,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,62.754616049499695,,
2,0.3,0.45,0.25,0.3,0.0,2021-09-27,63.99453643834922,64.83130528553495,63.95356289876569,64.7912002265558,63.91254690469791,64.75105348659449,63.87148841977407,64.71086502726621,63.83038740772811,64.6706348102763,63.7892438324003,64.6303627974212,63.74805765773822,64.5900489505888,63.70682884779753,64.54969323175955,63.665557366742604,64.50929560300692,63.624243178847394,64.46885602649834,63.58288624849632,64.42837446449568,63.54148654018487,64.38785087935624,63.50004401852068,64.34728523353333,63.45855864822396,64.30667748957715,63.41703039412871,64.26602761013532,63.375459221183185,64.22533555795385,63.33384509445082,64.18460129587787,63.292187979111134,64.14382478685214,63.25740109835969,64.10300599392217,63.25740109835969,64.06214488023464,63.25740109835969,64.02124140903841,63.25740109835969,63.98029554368518,63.25740109835969,63.93930724763027,63.25740109835969,63.898276484433424,63.25740109835969,63.857203217759434,63.25740109835969,63.81608741137913,63.25740109835969,63.77492902917015,63.25740109835969,63.733728035117444,63.25740109835969,63.69248439331432,63.25740109835969,63.65119806796332,63.25740109835969,63.60986902337656,63.25740109835969,63.5684972239771,63.25740109835969,63.52708263429932,63.25740109835969,63.485625218989796,63.25740109835969,63.44412494280834,63.25740109835969,63.40258177062852,63.25740109835969,63.360995667438466,63.25740109835969,63.319366598342036,63.25740109835969,63.27769452855922,63.25740109835969,63.25740109835969,63.25740109835969,63.25740109835969,63.25740109835969,63.25740109835969,63.25740109835969,63.25740109835969,63.25740109835969,63.25740109835969,63.25740109835969,63.25740109835969,63.25740109835969,63.25740109835969,63.25740109835969,63.25740109835969,63.25740109835969,63.25740109835969,,,,
3,0.3,0.45,0.25,0.3,0.0,2021-09-28,63.05583628403563,63.880331035811125,63.015463762446295,63.84081425556869,62.975049409113865,63.80125640573916,62.934593188200026,63.761657448500785,62.8940950639707,63.72201734612062,62.85355500079657,63.68233606095551,62.81297296315403,63.64261355545237,62.772348915626004,63.602849792149335,62.7316828229025,63.563044733676215,62.69097464978154,63.52319834275537,62.65022436116995,63.48331058220222,62.60943192208401,63.44338141492626,62.56859729765054,63.40341080393153,62.527720453107214,63.36339871231756,62.48680135380387,63.32334510327987,62.445839965202936,63.28324994011094,62.40483625288029,63.24311318620088,62.36379018252622,63.202934805038005,62.32951357112193,63.162714760209894,62.32951357112193,63.12245301540383,62.32951357112193,63.08214953440771,62.32951357112193,63.041804281110835,62.32951357112193,63.00141721950457,62.32951357112193,62.96098831368318,62.32951357112193,62.92051752784444,62.32951357112193,62.88000482629061,62.32951357112193,62.839450173429185,62.32951357112193,62.798853533773396,62.32951357112193,62.758214871943245,62.32951357112193,62.717534152666374,62.32951357112193,62.676811340778386,62.32951357112193,62.63604640122418,62.32951357112193,62.59523929905838,62.32951357112193,62.554389999446144,62.32951357112193,62.513498467664185,62.32951357112193,62.47256466910134,62.32951357112193,62.43158856925929,62.32951357112193,62.39057013375379,62.32951357112193,62.34950932831498,62.32951357112193,62.32951357112193,62.32951357112193,62.32951357112193,62.32951357112193,62.32951357112193,62.32951357112193,62.32951357112193,62.32951357112193,62.32951357112193,62.32951357112193,62.32951357112193,62.32951357112193,62.32951357112193,62.32951357112193,62.32951357112193,,,,,,
4,0.3,0.45,0.25,0.3,0.0,2021-09-29,62.03566274864039,62.84681808926218,61.995943409698526,62.80794064672079,61.9561829158048,62.7690227990527,61.91638123170073,62.73006450904807,61.876538322230374,62.691065739584445,61.836654152340834,62.65202645362768,61.79672868708327,62.612946614232264,61.756761891613586,62.57382618454242,61.716753731193094,62.53466512779257,61.67670417118932,62.495463407308186,61.63661317707689,62.45622098650629,61.59648071443805,62.41693782889645,61.55630674896384,62.37761389808128,61.51609124645436,62.33824915775731,61.47583417282003,62.298843571715516,61.43553549408207,62.25939710384226,61.395195176373306,62.21990971811996,61.354813185939115,62.180381378627665,61.32109113211265,62.14081204954204,61.32109113211265,62.10120169513788,61.32109113211265,62.061550279788975,61.32109113211265,62.021857767968825,61.32109113211265,61.982124124251385,61.32109113211265,61.942349313311844,61.32109113211265,61.90253329992721,61.32109113211265,61.86267604897729,61.32109113211265,61.82277752544544,61.32109113211265,61.78283769441901,61.32109113211265,61.74285652109041,61.32109113211265,61.70283397075797,61.32109113211265,61.6627700088262,61.32109113211265,61.62266460080715,61.32109113211265,61.582517712320836,61.32109113211265,61.54232930909598,61.32109113211265,61.50209935697111,61.32109113211265,61.46182782189501,61.32109113211265,61.42151466992751,61.32109113211265,61.38115986724066,61.32109113211265,61.34076338011907,61.32109113211265,61.32109113211265,61.32109113211265,61.32109113211265,61.32109113211265,61.32109113211265,61.32109113211265,61.32109113211265,61.32109113211265,61.32109113211265,61.32109113211265,61.32109113211265,61.32109113211265,61.32109113211265,,,,,,,,
5,0.3,0.45,0.25,0.3,0.0,2021-09-30,63.878271242644416,64.71351984920973,63.837372143737596,64.6734876530528,63.796430667477786,64.63341385163966,63.75544677755924,64.59329840665524,63.71442043778182,64.55314127987445,63.67335161205145,64.51294243316316,63.63224026438124,64.47270182847849,63.591086358892134,64.43241942786996,63.54988985981362,64.39209519347996,63.50865073148456,64.35172908754463,63.46736893835408,64.31132107239439,63.42604444498216,64.27087111045499,63.38467721604076,64.2303791642479,63.34326721631417,64.1898451963914,63.301814410700274,64.14926916960093,63.26031876421103,64.10865104669021,63.21878024197333,64.06799079057186,63.17719880922996,64.02728836425796,63.142475129241014,63.98654373086116,63.142475129241014,63.94575685359512,63.142475129241014,63.90492769577545,63.142475129241014,63.86405622082042,63.142475129241014,63.82314239225176,63.142475129241014,63.782186173695415,63.142475129241014,63.74118752888219,63.142475129241014,63.700146421648746,63.142475129241014,63.65906281593834,63.142475129241014,63.61793667580135,63.142475129241014,63.576767965396314,63.142475129241014,63.535556648990834,63.142475129241014,63.494302690961845,63.142475129241014,63.45300605579704,63.142475129241014,63.41166670809525,63.142475129241014,63.37028461256727,63.142475129241014,63.328859734036925,63.142475129241014,63.28739203744163,63.142475129241014,63.245881487833095,63.142475129241014,63.2043280503786,63.142475129241014,63.16273169036132,63.142475129241014,63.142475129241014,63.142475129241014,63.142475129241014,63.142475129241014,63.142475129241014,63.142475129241014,63.142475129241014,63.142475129241014,63.142475129241014,63.142475129241014,63.142475129241014,,,,,,,,,,
6,0.3,0.45,0.25,0.3,0.0,2021-10-01,61.088338486110175,61.88710696567809,61.04922568688763,61.84882320655932,61.010072361175666,61.81049965932598,60.97087847425423,61.77213628733645,60.931643991504224,61.73373305403517,60.892368878408035,61.69528992295351,60.85305310055052,61.65680685771017,60.81369662361966,61.61828382201217,60.77429941340727,61.579720779655354,60.73486143580971,61.54111769452526,60.69538265682885,61.50247453059753,60.65586304257251,61.46379125193899,60.61630255925565,61.42506782270805,60.576701173200625,61.38630420715562,60.53705885083843,61.347500369625614,60.49737555870916,61.308656274555865,60.4576512634628,61.26977188647881,60.4178859318602,61.23084717002203,60.38467883537209,61.19188208990924,60.38467883537209,61.15287661096078,60.38467883537209,61.11383069809447,60.38467883537209,61.07474431632632,60.38467883537209,61.035617430771275,60.38467883537209,60.99645000664395,60.38467883537209,60.95724200925923,60.38467883537209,60.91799340403323,60.38467883537209,60.878704156484034,60.38467883537209,60.83937423223213,60.38467883537209,60.80000359700147,60.38467883537209,60.76059221662029,60.38467883537209,60.72114005702139,60.38467883537209,60.68164708424349,60.38467883537209,60.64211326443159,60.38467883537209,60.60253856383778,60.38467883537209,60.562922948822234,60.38467883537209,60.52326638585374,60.38467883537209,60.4835688415104,60.38467883537209,60.443830282480846,60.38467883537209,60.404050675564534,60.38467883537209,60.38467883537209,60.38467883537209,60.38467883537209,60.38467883537209,60.38467883537209,60.38467883537209,60.38467883537209,60.38467883537209,60.38467883537209,,,,,,,,,,,,
7,0.3,0.45,0.25,0.3,0.0,2021-10-04,61.732401162813375,62.5395911673035,61.692875992019026,62.50090377729569,61.65330986745896,62.46217617968181,61.61370275404705,62.42340833743392,61.57405461679922,62.38460021361102,61.53436542083394,62.34575177136002,61.49463513137321,62.306862973916026,61.45486371374327,62.267933784603414,61.41505113337524,62.22896416683634,61.375197355805966,62.18995408411957,61.33530234667883,62.15090350004894,61.295366071744354,62.11181237831243,61.25538849686127,62.07268068269056,61.21536958799689,62.03350837705733,61.175309311228276,61.99429542538074,61.13520763274274,61.95504179172368,61.095064518838676,61.91574744024465,61.054879935926465,61.87641233519829,61.02132273249521,61.8370364409364,61.02132273249521,61.797619721908404,61.02132273249521,61.75816214266225,61.02132273249521,61.718663667845114,61.02132273249521,61.67912426220414,61.02132273249521,61.63954389058719,61.02132273249521,61.59992251794347,61.02132273249521,61.56026010932447,61.02132273249521,61.52055662988471,61.02132273249521,61.48081204488223,61.02132273249521,61.441026319679594,61.02132273249521,61.40119941974476,61.02132273249521,61.361331310651366,61.02132273249521,61.32142195808006,61.02132273249521,61.28147132781891,61.02132273249521,61.2414793857642,61.02132273249521,61.201446097921426,61.02132273249521,61.16137143040585,61.02132273249521,61.12125534944322,61.02132273249521,61.081097821370946,61.02132273249521,61.04089881263845,61.02132273249521,61.02132273249521,61.02132273249521,61.02132273249521,61.02132273249521,61.02132273249521,61.02132273249521,61.02132273249521,,,,,,,,,,,,,,
8,0.3,0.45,0.25,0.3,0.0,2021-10-05,62.16793286878283,62.98081772448682,62.128128841751874,62.94185738891636,62.08828357202001,62.9028565620689,62.04839702425357,62.86381520665526,62.008469163221655,62.82473328547383,61.96849995379664,62.78561076141151,61.92848936095516,62.746447597444025,61.88843734977883,62.70724375663699,61.84834388545489,62.66799920214646,61.80820893327703,62.628713897219704,61.76803245864624,62.589387805195734,61.727814427071415,62.55002088950633,61.68755480417042,62.510613113676484,61.64725355567044,62.471164441325335,61.606910647409215,62.43167483616664,61.566526045335515,62.392144262009786,61.52609971550996,62.352572682760375,61.485631624105935,62.31296006242086,61.451837669377426,62.27330636509156,61.451837669377426,62.23361155497106,61.451837669377426,62.19387559635721,61.451837669377426,62.15409845364774,61.451837669377426,62.11428009134111,61.451837669377426,62.074420474037154,61.451837669377426,62.034519566437794,61.451837669377426,61.994577333347955,61.451837669377426,61.954593739676326,61.451837669377426,61.914568750435826,61.451837669377426,61.87450233074465,61.451837669377426,61.83439444582713,61.451837669377426,61.79424506101401,61.451837669377426,61.75405414174382,61.451837669377426,61.713821653563265,61.451837669377426,61.673547562128,61.451837669377426,61.633231833203695,61.451837669377426,61.592874432666555,61.451837669377426,61.55247532650404,61.451837669377426,61.51203448081606,61.451837669377426,61.47155186181535,61.451837669377426,61.451837669377426,61.451837669377426,61.451837669377426,61.451837669377426,61.451837669377426,,,,,,,,,,,,,,,,
9,0.3,0.45,0.25,0.3,0.0,2021-10-06,62.099114499536924,62.91109951174327,62.059354534582724,62.87218230430391,62.019553372582266,62.8332246504104,61.979710978240995,62.79422651281483,61.93982731636702,62.75518785435679,61.8999023518716,62.71610863796423,61.859936049770134,62.67698882665388,61.8199283751829,62.63782838353225,61.77987929333566,62.59862727179616,61.73978876956053,62.55938545473357,61.69965676929681,62.52010289572409,61.65948325809156,62.48077955823996,61.61926820160072,62.441415405846556,61.579011565589404,62.40201040220329,61.53871331593317,62.362564511064086,61.49837341861849,62.32307769627839,61.457991839743535,62.28354992179177,61.41756854551916,62.24398115164652,61.38381199986551,62.2043713499827,61.38381199986551,62.16472048103853,61.38381199986551,62.12502850915136,61.38381199986551,62.085295398758376,61.38381199986551,62.04552111439729,61.38381199986551,62.005705620707154,61.38381199986551,61.96584888242894,61.38381199986551,61.925950864406566,61.38381199986551,61.886011531587535,61.38381199986551,61.84603084902351,61.38381199986551,61.80600878187129,61.38381199986551,61.76594529539371,61.38381199986551,61.7258403549599,61.38381199986551,61.68569392604664,61.38381199986551,61.645505974238766,61.38381199986551,61.60527646522996,61.38381199986551,61.56500536482379,61.38381199986551,61.52469263893424,61.38381199986551,61.48433825358641,61.38381199986551,61.443942174917744,61.38381199986551,61.403504369178364,61.38381199986551,61.38381199986551,61.38381199986551,61.38381199986551,,,,,,,,,,,,,,,,,,
