,tenor_1,tenor_2,tenor_3,tenor_4,tenor_5,tenor_6,tenor_7,tenor_8
2020-01-01,71.01218868319017,71.52982920717895,72.1728751906894,72.75190830294136,73.20767287816814,73.80505567686836,74.43368504469812,74.98735029630626
2020-01-02,71.01151663689001,71.49570745007601,72.20805110968391,72.78301998035852,73.21031410607058,73.8501453251471,74.4523854183882,74.95297859779093
2020-01-03,71.0262666682533,71.45735214604285,72.24318912173621,72.78102294391907,73.20291961152877,73.82290814337094,74.50128707193517,74.94679741850817
2020-01-06,71.00913355536679,71.44326680402332,72.26448148915833,72.79564070649363,73.21942891599262,73.84014098349125,74.58695297596998,74.93054081785279
2020-01-07,70.98864384620391,71.4107158948934,72.28912066606135,72.84079959820247,73.21487101768642,73.80653472441274,74.55397372734234,74.95656452936578
2020-01-08,71.01837401305205,71.43244206562561,72.2625002777698,72.85008605112513,73.21953845005206,73.8152822682819,74.58883087846026,74.96550835131677
2020-01-09,71.04553055557493,71.43514522840516,72.27406505371741,72.87533758015867,73.16125221725783,73.80249541962762,74.57001597228854,74.93995323738703
2020-01-10,71.03452486552587,71.49494288085454,72.23943180908968,72.91406871434233,73.0939374263932,73.78910001842819,74.57652609489276,74.9634021306414
2020-01-13,71.06297392871758,71.52667677026254,72.22548280619974,72.89557464263575,73.12825646164347,73.78144784543292,74.52549864195923,74.91807064208126
2020-01-14,71.02619583727751,71.54656320002469,72.23117983564256,72.92319405679847,73.11116635579002,73.78778943307599,74.55052225771793,74.90569678049245
2020-01-15,71.04446684677981,71.52008616238203,72.21665768177996,72.90792454103853,73.06333276996645,73.80726833230742,74.53174616410982,74.90619654524156
2020-01-16,71.06369671313605,71.53794740942323,72.24327308613887,72.90398512165815,73.04640083748468,73.80407960387116,74.4642527867515,74.84831204634465
2020-01-17,71.01078872864187,71.49805753631917,72.25926405520781,72.86776595944374,73.03127433532312,73.8560487357826,74.45000222790904,74.87781266908333
2020-01-20,70.97344402144148,71.48984003400446,72.22126317301138,72.85420463640773,73.06488666082141,73.7869559188549,74.46737917365087,74.8873220931766
2020-01-21,70.94967802321361,71.43199771982891,72.22414835331993,72.83302492804518,73.07419370927559,73.78783000467584,74.53145032930371,74.87774786807769
2020-01-22,70.90873812350873,71.43916874522716,72.23294822067881,72.88739243105479,73.10759815911219,73.80210484704182,74.5899824449525,74.83019734590478
2020-01-23,70.88314806219874,71.40210570757095,72.21735582855258,72.83232498515254,73.13300419698476,73.79321593915788,74.53115019317238,74.78957418265648
2020-01-24,70.89568861609675,71.43563077028672,72.29722506422026,72.94887948379284,73.14958057431579,73.7536344143566,74.44586834194314,74.80028264115023
2020-01-27,70.86317097228434,71.41901647987953,72.27274119225785,72.94324784833617,73.1922197835473,73.75991635705441,74.43952294846159,74.75885649103719
2020-01-28,70.79618365449616,71.3995641635166,72.27058989022512,73.01396504487937,73.19743076440622,73.79922593749534,74.41955112452003,74.71145874038052
2020-01-29,70.75757898400687,71.37055512093518,72.35572867952253,72.9811095777104,73.23097033255567,73.76310885037185,74.45681404503499,74.72685677902476
2020-01-30,70.75131346810055,71.36892461988975,72.32953717170535,72.99895246576968,73.21277099334203,73.71408461982116,74.4056965420622,74.73376029573363
2020-01-31,70.81447711835696,71.3753242844327,72.32479163866095,73.01038551135377,73.2650110630103,73.72285991987572,74.38925945282885,74.77801184413603
2020-02-03,70.83162737589542,71.43675452411253,72.33212101614984,72.96140675008496,73.21028469504049,73.78889703716497,74.4582060816602,74.77083107560473
2020-02-04,70.81629988304998,71.49521229580222,72.2878391888681,72.92561766932673,73.23601776682804,73.77311283225058,74.45800120699138,74.76429335966375
