,tenor_1,tenor_2,tenor_3,tenor_4,tenor_5,tenor_6,tenor_7,tenor_8
2020-01-01,8.677814971709084,3.0791871009327947,6.510145742950743,5.418486149722988,9.13905568809503,9.236742742156238,6.731092548451944,8.231061166610829
2020-01-02,1.126366509346604,5.175121894566079,7.080945150908853,5.56896304120524,8.101461351137196,7.512234526992708,7.209607786840374,10.89609992015127
2020-01-03,4.044660916828275,2.7154073972921466,4.699596828531674,3.6265871765973547,8.854625460013441,8.689764877654389,6.767311813462055,9.338622897934503
2020-01-06,3.656774657971362,6.488225993917004,4.937947586615829,8.89908510837931,6.527570611555655,4.4675704537840115,5.4081922670500635,10.976567057524377
2020-01-07,4.837796680645349,1.328571117573225,9.798307889056776,1.9945363163711183,2.0462389491370825,9.008455900742863,4.624880691078879,10.925209203938872
2020-01-08,8.427686494082693,4.485293586149182,6.440622403729333,7.261671389562252,3.2224976293216425,7.295643892187559,8.773930947400286,5.565628454368057
2020-01-09,2.8523580716133736,6.360882489377051,4.8230022929076215,4.273409988883745,9.550799790823666,10.24606913372699,9.86672318792205,6.360027385191794
2020-01-10,5.931943212479229,5.836140709545111,2.4718595940893486,4.466475156330109,6.2333967571599285,8.190864175551381,6.083979883865384,12.335852372300607
2020-01-13,6.639140408167325,5.646899791770642,4.946250890333605,5.199951940633209,6.125665235389502,8.465890208153164,7.9380999268269505,6.9520678246506336
2020-01-14,0.457272939978977,6.42073012681464,3.511748607559955,3.455214165117914,7.6134223019373675,6.953296378071835,8.965973165081214,11.920336948798909
2020-01-15,4.610571078558473,7.9390773456347,5.699255636233023,3.671906540321764,6.139384385781979,6.425645202279864,6.71914584381349,10.11732157384921
2020-01-16,0.26161213263556826,3.523692133146688,8.433040436667426,7.033785569908233,7.9341399250771705,9.208026919449907,4.274610134247517,11.214993333506369
2020-01-17,0.7467815075662845,2.329678242639729,3.383268221843458,5.768674612977309,4.9877958816577666,3.2503806223185068,6.832207397057591,10.474174744929027
2020-01-20,-1.717025557710735,5.746289733335081,6.180882665848234,7.3396399218264285,5.264778359274903,6.63499379184107,5.762809789539799,8.282015988827057
2020-01-21,4.284529508343136,6.169694996141025,9.573337035717799,6.618321312799514,6.544440563734365,5.369641698496927,9.832774640829447,7.606763483973422
2020-01-22,2.9032921492182266,2.8067019130762585,4.336868498991497,7.806650772992852,7.55300814521486,5.544085763470694,8.497996720259824,7.930852974519578
2020-01-23,2.313557393791429,3.34828992866216,6.658343598586098,2.600084479934944,8.040057488012259,10.168311974943492,6.327212815338073,6.758521267510303
2020-01-24,7.285130591635186,7.8611511692710145,3.854700608600038,5.87703244552144,8.462862581371324,9.543290129873139,8.295713470513533,7.673267974623487
2020-01-27,4.915648011485046,9.271348447855758,5.787046550876021,3.564460336350097,6.7637327942319585,7.912117255448838,11.647184856461255,12.028226021128505
2020-01-28,4.628414488166024,5.514243353568838,5.320944337104803,10.764535057074422,3.9672333021248702,12.487461981591295,8.764880386030743,9.927339179835162
2020-01-29,2.8205811149572484,5.422032330294908,4.828740445933993,6.487136846745991,9.32525193534529,11.275087146916878,6.4932065383315525,8.152007827689458
2020-01-30,2.9467437003005905,3.355194612925579,5.323037044073647,9.45441866967747,2.820447850625213,3.0098876803089873,6.613201559468962,9.386855638804798
2020-01-31,-0.48671261546504585,5.609206061857667,7.993329778790848,5.525427159208751,6.775077518733234,4.146879453905599,8.044963255143136,7.1640427714340245
2020-02-03,3.0544401672372463,2.887548250123654,7.308542686937185,4.074022581646553,6.737005522482082,10.020641781323066,7.855179635839594,11.517033773160838
2020-02-04,4.580066719958066,4.706936674199318,4.53449811040909,5.525262938746806,9.165255570680856,10.7426848970253,12.349136592124893,12.731729724097683
2020-02-05,4.557787376206983,4.744030114627334,3.667873387207207,5.964822368975942,6.281773229744349,4.693214710851491,9.649189810728773,10.28879995159318
2020-02-06,0.7261704869709855,2.946223286782116,2.733453266364253,1.2528548191141597,3.1161943390128015,10.752676531634906,6.639579744398092,10.792436806343574
2020-02-07,8.631639639880337,4.092012295604436,5.4542303203826155,5.04602697843387,5.051908665818914,8.706187937338555,7.93479948960823,8.820604179354048
2020-02-10,6.612968944260632,8.752772356367522,5.709143713122219,6.123455401948118,9.482449257266445,9.942819551090016,8.838510699218363,10.594421693483014
2020-02-11,5.5457853635911185,3.204888414770399,5.389571158249339,7.313144051456256,7.077693134996517,5.684490108373201,11.755511886620024,7.719280739634624
2020-02-12,5.460150205675119,2.885456750865706,7.601027078510207,6.98454285651944,6.421922255795814,9.796548557779527,9.686031047525448,7.59491817646784
2020-02-13,1.0588060587068333,3.9719989454835662,8.851297967137318,6.504634361015632,7.595161619161302,9.594236856857204,11.077984234517492,10.724147153661281
2020-02-14,1.6407878541063938,4.199139618632499,5.3168162827184124,7.331012706100962,8.533788595280905,5.013521287553298,8.804378846741296,7.894692532485113
2020-02-17,0.6405143015646293,5.6118800665462505,5.793343144444963,6.956882011414107,5.616554822031417,5.473916710206099,1.5794518523400498,9.87719199364295
